T,O,H,L,C,V,BV
2016-04-18,428.32387061,428.32387061,425.56728445,425.56728445,0.04178464,17.8625969
2016-04-19,425.56728445,434.54777,425.56728445,434.54777,0.79502208,345.0259942
2016-04-20,434.54777,442.5,425.355,442.5,1.19135739,521.56179586
2016-04-21,453.27571,453.27571,425.355,425.355,0.08049665,36.44728015
2016-04-22,443.8751271,443.8751271,443.875,443.875,0.22883445,101.57389825
2016-04-23,444.875,469.0,443.65,469.0,0.01767983,8.05081348
2016-04-24,469.0,469.0,443.65,443.65,0.03935318,17.49437847
2016-04-25,443.65,470.0,443.65,470.0,0.18037338,84.60176672
2016-04-26,470.0,487.319,470.0,487.319,0.08870441,43.1270935
2016-04-27,470.001,470.001,445.0,445.0,0.05131826,23.04337802
2016-04-28,445.0,461.231,432.0,461.231,0.83788906,371.90401504
2016-04-29,446.25,460.6155,436.0,450.6155,0.58556901,260.01020114
2016-04-30,447.5,460.0,440.0,440.0,0.33324896,148.11638724
2016-05-01,441.0,441.0,441.0,441.0,0.00095,0.41895
2016-05-02,440.0,440.0,432.0,432.0,0.0555743,24.41000512
2016-05-03,428.0,428.0,425.35,425.35000001,0.13054436,55.55096796
2016-05-04,425.35000001,457.0,425.35000001,428.35,0.11384625,50.78848132
2016-05-05,440.175000005,458.0,424.833000005,426.33299999999997,0.38475677499999994,172.10901902
2016-05-06,455.0,459.0,424.316,424.316,0.6556673,293.42955672
2016-05-07,469.231,469.231,469.231,469.231,0.23373621,109.67627555
2016-05-08,468.723,468.723,468.723,468.723,0.02979372,13.96500181
2016-05-09,433.5,463.723,433.5,463.723,0.00054888,0.24593376
2016-05-10,463.723,468.723,462.668,462.668,0.02775125,12.94245946
2016-05-11,462.66906384,462.66906384,433.5,435.5,0.02551397,11.41174931
2016-05-12,451.0,454.0,451.0,454.0,0.0427,19.37877679
2016-05-13,468.723,468.723,452.0,468.723,0.03664655,16.67322488
2016-05-14,467.64866666666666,467.64866666666666,452.0,467.64866666666666,0.03578988,16.282215683333334
2016-05-15,466.57433333333336,466.57433333333336,452.0,466.57433333333336,0.03493321,15.891206486666666
2016-05-16,465.5,465.5,452.0,465.5,0.03407654,15.50019729
2016-05-17,452.0,452.0,451.5,451.5,0.12203494,55.15479288
2016-05-18,462.0,462.0,440.65,462.0,0.60226197,271.236459
2016-05-19,455.0,455.0,455.0,455.0,0.03030947,13.79080885
2016-05-20,460.0,460.0,430.0,430.0,0.12356979,54.31173218
2016-05-21,460.0,460.0,424.111,424.5,0.76321051,333.4160563
2016-05-22,424.8,424.8,423.3,423.3,0.0415399,17.6319873
2016-05-23,422.9,422.9,422.15,422.15,0.06301995,26.60324365
2016-05-24,421.0,421.0,421.0,421.0,0.0845,35.5745
2016-05-25,458.0,458.0,458.0,458.0,0.00042,0.19236
2016-05-26,421.0,455.0,421.0,455.0,1.501e-05,0.00648207
2016-05-27,455.0,471.0,455.0,470.0,2.02499892,941.51707293
2016-05-28,484.98999999,516.0,471.0,471.0,1.39104625,697.1790168
2016-05-29,510.0,540.0,500.0,520.08000001,0.20208216,105.00909229
2016-05-30,536.6,536.6,536.6,536.6,0.02812751,15.09322186
2016-05-31,549.79999934,549.79999934,539.0,539.0,0.01064313,5.81161882
2016-06-01,530.0,538.9,530.0,538.9,0.16353731,87.9997743
2016-06-02,500.80000001,538.9,500.80000001,500.80000001,0.01404041,7.25168287
2016-06-03,501.16,588.08,501.10000001,588.07799997,0.77667684,417.92749012
2016-06-04,571.9999999,579.6,510.0100002,515.00100001,1.4920032,864.41357471
2016-06-05,603.91199983,603.91199983,603.91199963,603.91199963,0.00063228,0.38184146
2016-06-06,608.67199999,608.672,524.00000005,598.99999995,0.01347667,8.04095724
2016-06-07,598.99999994,598.99999994,597.97999999,597.98,0.00118563,0.70904839
2016-06-08,595.99999989,595.9999999,595.99999989,595.9999999,0.01129486,6.73173654
2016-06-09,573.050499945,573.05049995,573.050499945,573.05049995,0.010157335,5.84677152
2016-06-10,550.101,550.101,550.101,550.101,0.00901981,4.9618065
2016-06-11,579.99999952,597.9,579.99999952,597.9,0.09404125,55.02465902
2016-06-12,597.9,645.0,571.00000206,645.0,1.17442169,732.04230783
2016-06-13,644.61,697.98999999,634.00000045,690.11600002,4.98303668,3247.93575469
2016-06-14,697.116,697.116,601.0,671.119,3.94749299,2613.86964928
2016-06-15,667.00000001,675.119,666.99,675.119,4.51650056,3045.29210076
2016-06-16,675.119,774.94,675.119,770.16000017,3.03350664,2151.71392823
2016-06-17,773.13,773.13,644.93999999,755.0,5.08041077,3649.49252539
2016-06-18,730.0,770.013,730.0,735.0,3.5360476,2670.55297367
2016-06-19,768.003,770.013,745.0,745.0,1.22533277,937.48337498
2016-06-20,746.0,746.0,725.0,725.0,1.39852448,1016.56073253
2016-06-21,725.0,725.0,640.80749999,640.80749999,6.06487073,4274.10039548
2016-06-22,677.76999951,686.89248001,611.0,611.0,2.15231673,1416.51589587
2016-06-23,571.00000205,620.5979999,564.44,620.5979999,0.89109422,516.01626772
2016-06-24,655.99999999,667.64,631.89200001,658.89200001,1.30233315,844.31549997
2016-06-25,695.829,712.999,630.01,630.01,0.91259325,631.49817508
2016-06-26,640.0,640.0,623.0,623.0,0.21147809,133.78255886
2016-06-27,625.0,625.0,625.0,625.0,0.00227,1.41875
2016-06-28,625.00000002,660.0,625.00000002,660.0,0.97008677,640.23941606
2016-06-29,628.00000001,663.187,625.0,637.564,0.35728312,225.83441675
2016-06-30,647.56399997,675.0,635.225,670.0,0.7091702,469.93658334
2016-07-01,678.9,679.0,650.668,650.668,0.15282976,100.92656895
2016-07-02,660.0,696.0,660.0,696.0,0.32609642,223.61567124
2016-07-03,685.0,685.0,660.0,660.0,0.7745769,514.71857652
2016-07-04,666.0,666.0,666.0,666.0,0.00139809,0.93112794
2016-07-05,666.0,666.0,650.0,650.0,0.08366529,55.10723706
2016-07-06,650.0,650.0,650.0,650.0,0.00331322,2.153593
2016-07-07,677.99,677.99,610.0,630.0,1.5588346,984.75419015
2016-07-08,640.0,659.88888889,640.0,659.88888889,5.36927478,3491.93245067
2016-07-09,659.88888889,660.03641978,625.90499999,630.0,0.35745422,227.24848908
2016-07-10,665.69999749,665.6999975,665.6999948,665.6999948,0.07783817,51.81686936
2016-07-11,648.199998745,665.8499987499999,648.1999974,665.8499974,0.166340535,110.746191015
2016-07-12,630.7,666.0,630.7,666.0,0.2548429,169.67551267
2016-07-13,666.0,669.99999662,661.56171499,669.99999662,0.60406477,401.88740805
2016-07-14,630.71000011,669.9999966,630.71000011,669.9999966,0.20619689,132.3468487
2016-07-15,669.99999658,669.99999658,633.006,633.006,0.00017144,0.10862795
2016-07-16,634.51002025,666.0,634.51002025,666.0,0.01764372,11.6545863
2016-07-17,677.99,687.99,668.99,687.99,0.04869911,33.02741835
2016-07-18,684.0,684.0,649.33333351,683.99999998,0.52977403,360.72333573
2016-07-19,682.99999999,683.49999999,649.33334562,667.4,0.19622107,133.54802872
2016-07-20,667.4,682.99999999,667.4,682.97999999,0.19265749,131.00876125
2016-07-21,654.05200783,679.99999999,654.05200783,654.05202397,0.13240208,89.24327261
2016-07-22,654.05203545,679.98999999,647.333,647.333,1.37432762,894.87013437
2016-07-23,634.9,678.99,634.9,646.32373,0.0624018,40.22482721
2016-07-24,636.01,678.97999998,636.0,678.97999998,0.10386532,68.20551778
2016-07-25,636.00000001,637.00000057,636.00000001,637.00000057,0.01164688,7.41905977
2016-07-26,665.98999971,665.98999971,638.00000102,649.607,2.15530162,1398.75896736
2016-07-27,640.0,640.0,640.0,640.0,0.00148532,0.9506048
2016-07-28,641.15787112,641.15787112,641.15787112,641.15787112,0.00447111,2.86668736
2016-07-29,642.0,643.00000043,642.0,643.00000043,0.01052089,6.75598598
2016-07-30,640.50000039,647.390000535,632.666666665,633.16666688,4.094065594999999,2585.5313306099997
2016-07-31,639.00000078,651.78000064,623.33333333,623.33333333,8.1776103,5164.30667524
2016-08-01,615.71000005,630.98999972,608.186,608.186,4.16735251,2571.37661029
2016-08-02,608.186,612.99999934,471.0,525.63499999,8.70096326,5029.71267365
2016-08-03,525.0,579.111,515.32200001,563.128,7.3953236,4027.44959928
2016-08-04,568.128,595.74999999,568.128,595.74999999,2.65980821,1542.27277435
2016-08-05,595.73,595.73,540.14100002,569.0,2.15617377,1198.22833799
2016-08-06,584.99,585.0,540.151,585.0,5.2233032,3050.10171502
2016-08-07,595.73999999,621.0,590.0,617.56199999,3.88782485,2394.64572018
2016-08-08,588.874999995,620.5,586.005,608.780999995,2.404960095,1475.72252196
2016-08-09,582.01,620.0,582.01,600.0,0.92209534,556.79932374
2016-08-10,600.0,615.9002,594.0,594.0,0.76517055,470.59501253
2016-08-11,594.0,600.0,594.0,594.54722146,0.05479585,32.56366585
2016-08-12,590.6427550000001,596.99999996,590.6427550000001,594.2736106899999,0.029787925,17.701425775
2016-08-13,587.28551,593.99999992,587.28551,593.99999992,0.00478,2.8391857
2016-08-14,593.99999999,593.99999999,564.00000002,564.00000002,1.49107119,846.48668889
2016-08-15,565.00000004,580.0,558.964,558.964,2.48827321,1422.49547903
2016-08-16,583.151,585.141,583.151,585.141,0.00202915,1.18335886
2016-08-17,583.8254999999999,597.5654999999999,583.8254999999999,597.5654999999999,0.30702934,186.64935911
2016-08-18,584.5,609.99,584.5,609.99,0.61202953,372.11535936
2016-08-19,565.792,570.55,565.792,570.55,0.00143199,0.81068428
2016-08-20,570.55,571.0,570.55,571.0,0.04694271,26.78466992
2016-08-21,571.0,575.0,570.552,570.552,0.1015929,57.97042874
2016-08-22,609.988,609.99,602.0,609.0,0.10980149,66.88012742
2016-08-23,577.782,581.1934705,570.552,572.052,0.20060497,114.86903064
2016-08-24,588.0,588.0,570.55,570.55,0.27710004,158.12358863
2016-08-25,570.55,570.55,570.55,570.55,0.30609931,174.6449613
2016-08-26,586.0,586.0,586.0,586.0,0.00084907,0.49755502
2016-08-27,572.0,587.95,567.868,567.868,1.87991054,1072.90037239
2016-08-28,568.0,587.9,567.868,567.968,0.66463166,377.97682305
2016-08-29,584.4445000000001,598.394439995,567.9190000000001,588.428439995,0.37316929,213.64303486
2016-08-30,600.889,608.88887999,567.97,608.88887999,0.08170692,49.30924667
2016-08-31,568.0,608.88799999,568.0,608.88799999,0.02358421,13.86003029
2016-09-01,608.5,608.5,568.0,588.39139794,0.01472494,8.75993112
2016-09-02,588.39139794,588.39139794,588.39139794,588.39139794,0.00257694,1.51624932
2016-09-03,587.9,609.9,587.9,605.0,0.86482776,526.27071866
2016-09-04,605.0,618.0,605.0,618.0,0.14124343,86.54368251
2016-09-05,618.0,622.516,600.0,602.0,1.91447487,1157.89339681
2016-09-06,602.0,612.0,602.0,612.0,1.98960303,1212.03686794
2016-09-07,611.758,621.495,611.758,621.495,1.359591365,833.7901672400001
2016-09-08,621.516,630.99,621.516,630.99,0.7295797,455.54346654
2016-09-09,630.99019404,631.17602226,630.99019404,631.17602226,0.00545809,3.44400141
2016-09-10,611.862,635.0,611.862,635.0,0.09774165,60.91136154
2016-09-11,611.913,611.913,604.165,606.087,0.44522242,270.09246168
2016-09-12,600.381,600.381,600.381,600.381,0.0048324,2.90128114
2016-09-13,600.381,622.0,600.381,600.381,0.97031346,603.46671855
2016-09-14,600.381,635.0,600.38000824,635.0,0.01418857,8.86498473
2016-09-15,600.38,625.0,600.38,625.0,0.00284964,1.74182601
2016-09-16,611.19,623.5,611.19,623.5,0.0030713700000000003,1.895067105
2016-09-17,622.0,622.0,622.0,622.0,0.0032931,2.0483082
2016-09-18,614.0,614.0,614.0,614.0,0.00277028,1.7051344800000001
2016-09-19,606.0,606.0,606.0,606.0,0.00224746,1.36196076
2016-09-20,600.7,634.889,600.50000001,632.99,2.5613655,1556.92220583
2016-09-21,600.5,600.5,595.252,599.0,1.5153017,903.32257217
2016-09-22,595.255,599.0,595.2,599.0,0.262,156.89267649
2016-09-23,599.0,599.0,599.0,599.0,0.89238089,534.53615311
2016-09-24,601.0,601.0,601.0,601.0,1.406341,845.210941
2016-09-25,595.2,601.0,593.031,600.0,0.06936398,41.55691345
2016-09-26,601.0,619.9999949,593.031,619.9999949,0.0717383,43.23583641
2016-09-27,593.031,619.99971167,593.031,619.99963958,1.01106033,621.43445279
2016-09-28,600.00000003,631.58594204,593.0,627.97997072,0.02408643,14.72752092
2016-09-29,593.0,626.9956666,593.0,610.0,0.00089697,0.55051638
2016-09-30,608.49988396,625.49771726,608.3315,616.8315,0.105234755,65.66025416000001
2016-10-01,623.99976792,623.99976792,623.663,623.663,0.20957254,130.76999194
2016-10-02,600.66298666,613.663,593.0,613.663,0.00728478,4.39225361
2016-10-03,610.372,617.42430565,593.0,593.0,0.42829354,262.81960185
2016-10-04,593.0,617.0,592.97355821,617.0,0.34287594,203.31944635
2016-10-05,595.18418057,616.99980806,595.18418057,616.99975227,1.70120066,1049.56860896
2016-10-06,595.20044853,595.20044853,595.20044853,595.20044853,1e-05,0.005952
2016-10-07,616.592,618.0,596.20017061,596.20017061,0.31499381,193.31192781
2016-10-08,616.23634176,623.66598365,597.20000941,597.20000941,0.02955409,18.2866797
2016-10-09,620.0,620.0,613.51755601,613.51755601,0.41882457,259.63639389
2016-10-10,622.9998252,622.9998252,612.58001257,622.30972257,0.35975221,221.53955751
2016-10-11,622.5,639.358,614.00003417,639.358,0.67013168,423.25201744
2016-10-12,639.358,647.87991052,639.358,646.99949725,0.02117317,13.68853863
2016-10-13,620.0,620.0,620.0,620.0,8.11e-06,0.0050282
2016-10-14,645.99897278,645.99897278,645.99897278,645.99897278,0.10278018,66.3958907
2016-10-15,643.58264852,643.9993151866666,643.33264852,643.9993151866666,2.27471164,1453.4122262200003
2016-10-16,641.16632426,641.9996575933334,640.66632426,641.9996575933334,4.4466431,2840.4285617400005
2016-10-17,638.75,640.0,638.0,640.0,6.61857456,4227.44489726
2016-10-18,621.001,640.0,621.001,636.0,0.55156423,350.6428026
2016-10-19,639.0,641.97979088,625.0,625.0,2.04245185,1306.74409956
2016-10-20,635.0,635.0,635.0,635.0,0.01,6.35
2016-10-21,625.0,633.0,625.0,633.0,0.00124419,0.77769875
2016-10-22,635.0,665.398,629.2221123,665.398,1.58659645,1022.23005804
2016-10-23,664.5,665.0,647.75800003,662.778,1.02721985,679.44872618
2016-10-24,652.911011,662.76196843,652.911011,661.7547132,0.84336214,558.34141096
2016-10-25,661.75468122,663.0,654.75,663.0,3.47062473,2283.32976382
2016-10-26,665.0,675.05,654.75014571,654.75014571,1.13329266,754.09164888
2016-10-27,679.0,694.0,676.18046196,685.0,1.81247823,1234.41887357
2016-10-28,685.0,698.99986929,680.0,680.0,0.28787458,197.2461632
2016-10-29,699.0,724.99990175,693.96100028,722.909,12.94950521,9099.33896521
2016-10-30,702.02,717.21199988,695.00000002,695.00000002,0.34941244,247.05728938
2016-10-31,700.00100001,700.00100001,688.00014532,700.0,1.25349264,874.66338045
2016-11-01,710.687,746.99999835,710.687,742.658,1.50812731,1098.157328
2016-11-02,742.658,742.65800001,718.00000001,730.0,3.15623238,2314.45485155
2016-11-03,748.86,748.86,678.96700026,678.96700026,9.03254236,6460.3058557
2016-11-04,701.184,701.184,678.96727015,678.96727015,0.01648421,11.36517875
2016-11-05,707.67999999,715.23696766,707.67999999,715.23696766,0.03944995,27.93087493
2016-11-06,703.0,718.81999799,686.76331039,710.0,1.83923418,1304.02037585
2016-11-07,699.0,714.46198365,689.51400001,705.0,1.31447671,928.08122561
2016-11-08,702.84262999,702.84263,702.84262999,702.84263,0.00187476,1.31766124
2016-11-09,715.0,747.89997051,705.042,705.042,3.87528374,2860.32557348
2016-11-10,707.0,707.0,707.0,707.0,0.2,141.4
2016-11-11,713.0,713.0,713.0,713.0,4.459e-05,0.03179267
2016-11-12,713.0,731.19953924,704.042,731.19898901,1.0250725,735.59109108
2016-11-13,708.0,709.99994868,678.96700001,680.96700001,1.57695381,1106.83051902
2016-11-14,709.99997566,709.99997566,709.99997541,709.99997541,0.01496734,10.62681102
2016-11-15,709.5,715.65158597,709.5,715.65158597,0.26809914,191.2528302
2016-11-16,718.0,748.094,716.429,741.89,7.0868545,5257.2539432
2016-11-17,741.89,760.0,740.0,749.99999996,3.36010106,2529.39388694
2016-11-18,748.5,749.99999996,748.5,749.99999996,2.06268829,1546.76605876
2016-11-19,749.0,755.0,733.14051,755.0,0.03199991,23.9932066
2016-11-20,738.0,738.0,720.0,720.0,1.1401683,827.99294489
2016-11-21,746.33994625,746.33994625,717.06100001,717.06100001,0.07333961,54.10110747
2016-11-22,746.33999599,752.737371,740.0,752.737371,2.26965646,1704.95534167
2016-11-23,748.0,748.0,732.14108779,746.889,0.78643814,588.17605343
2016-11-24,741.0,741.0,732.141,732.141,0.33227521,243.28307713
2016-11-25,741.0,747.99990329,727.02423258,730.0,4.04487816,3000.20073356
2016-11-26,727.02511637,747.99995209,727.02511637,736.0,1.3275856,970.8503606
2016-11-27,730.0,732.5,727.02511649,727.02513472,1.8207444,1333.3579603
2016-11-28,735.09999996,735.09999996,727.027,727.027,0.41488499,301.65060234
2016-11-29,732.0,736.9999887,731.2,736.9999887,0.90615611,663.62752442
2016-11-30,736.99991918,744.20000001,731.2,744.19999999,2.74240524,2032.08007284
2016-12-01,744.2,759.01464645,744.2,759.01464645,2.15169738,1611.86765738
2016-12-02,758.0,775.0,746.83731,775.0,7.53813639,5769.5684849
2016-12-03,774.0,774.0,754.99000001,767.99,0.12174123,93.7576567
2016-12-04,755.00000001,774.98998684,755.00000001,774.98998684,0.34777157,265.52473392
2016-12-05,774.98994023,774.98994023,754.99000001,774.9899158,1.28368862,977.95526477
2016-12-06,774.98984246,774.98984246,739.50000001,739.50000001,0.45786333,343.55780929
2016-12-07,740.0,762.0,740.0,762.0,0.54555931,403.72587455
2016-12-08,762.50000002,774.98999636,762.50000002,774.98999636,0.12887134,99.87200091
2016-12-09,762.50000018,775.98,762.50000018,775.98,1.11673673,864.97199029
2016-12-10,770.0,770.0,770.0,770.0,0.1,77.0
2016-12-11,767.0,767.0,758.0,758.0,1.54235214,1171.87227617
2016-12-12,769.0,779.094,761.60300001,779.094,0.83495066,648.85460186
2016-12-13,779.094,780.0,779.094,779.99999999,27.2024365,21217.43386318
2016-12-14,779.3926666666667,780.0,779.3926666666667,779.9999999933333,19.352116573333333,15094.33979715333
2016-12-15,779.6913333333333,780.0,779.6913333333333,779.9999999966667,11.501796646666667,8971.245731126664
2016-12-16,779.99,780.0,779.99,780.0,3.65147672,2848.1516651
2016-12-17,781.75099999,795.16968902,781.75099999,795.0,0.59970895,476.41528825
2016-12-18,798.0,798.99976652,798.0,798.99976652,0.61,487.38965971
2016-12-19,781.5858,798.99972642,779.0,779.0,2.56751159,2051.44031834
2016-12-20,795.0,798.999,775.0,798.999,3.42019306,2692.68906037
2016-12-21,798.999,867.8799998,798.999,867.8799998,1.16237061,928.88477108
2016-12-22,840.66,870.0,840.66,865.99999261,0.73532957,626.58150159
2016-12-23,858.0,916.712,853.82,916.712,6.92957412,6138.03457787
2016-12-24,915.0,919.99999999,910.0,919.99999999,3.51276423,3201.53156809
2016-12-25,899.99999926,899.99999926,860.0,880.0,4.13581704,3560.80341318
2016-12-26,914.89999992,914.89999992,867.0000157,914.0,0.0864707,79.10831136
2016-12-27,912.0,943.666,900.00002738,937.92399824,1.12961092,1036.03480436
2016-12-28,943.329,978.0,937.92401413,971.79000241,19.97575955,19288.24581722
2016-12-29,990.99998322,990.99998322,950.0,963.00000001,7.58990872,7325.55790104
2016-12-30,963.00000001,963.00000001,930.924,958.1,2.41846458,2301.63618681
2016-12-31,948.0,965.34,942.899,960.0,0.2158254,206.45140437
2017-01-01,973.0,1001.665,955.00000014,999.0,1.07721513,1071.10561677
2017-01-02,999.0,1071.12999987,994.24347007,1010.0,0.41066589,428.84224557
2017-01-03,1019.0,1030.0,1019.0,1030.0,2.19075116,2235.9892715
2017-01-04,1038.99,1163.0199998,1038.99,1135.0,13.21354478,14506.18927062
2017-01-05,1090.53000001,1160.0,870.0,980.13000001,32.0637908,31836.45546742
2017-01-06,1020.0,1033.99999999,870.0,909.949,17.39413973,16041.44631669
2017-01-07,900.949,911.01999888,815.09800001,897.92155245,24.75957725,21045.15068202
2017-01-08,900.92155245,934.13,869.00000095,900.0,10.22970994,9291.70151421
2017-01-09,885.00000061,900.0,885.00000061,895.0,0.86830854,769.52288942
2017-01-10,905.0,918.0,905.0,910.94964795,4.50961835,4114.39820561
2017-01-11,915.69998447,925.0,760.0,778.25,28.09305254,23850.03262912
2017-01-12,778.25,827.4,750.00000003,823.0,6.63265523,5205.85521253
2017-01-13,804.9,822.99999927,755.00000002,820.0,5.84617602,4666.54313816
2017-01-14,829.99,839.99999268,821.0,821.0,13.99904526,11725.41028317
2017-01-15,814.0,821.0,803.71900001,817.09,1.94920329,1570.76643941
2017-01-16,822.0,833.51350898,803.62,830.0,8.85336432,7294.79530547
2017-01-17,830.0,904.554,830.0,900.04,6.42802942,5706.32261934
2017-01-18,904.638,904.638,855.221,880.417,9.38414165,8262.97171685
2017-01-19,884.646,906.757427,876.39846034,886.0,1.20610694,1075.00205463
2017-01-20,903.91443434,904.99999472,885.83614565,896.5,1.0191125,921.26859111
2017-01-21,896.5,925.0,896.5,925.0,1.63399765,1495.19232538
2017-01-22,924.0,939.6319894,899.99,910.12149855,3.53840927,3239.81248349
2017-01-23,919.2641472,924.89257554,909.90144916,911.375,0.62855231,579.89322903
2017-01-24,911.375,921.432,880.00000001,880.00000001,5.11835174,4642.28796103
2017-01-25,890.0,894.0,876.39846034,894.0,10.33302464,9206.23651463
2017-01-26,898.92043194,917.0,896.92043194,917.0,8.86183457,8080.30179785
2017-01-27,916.98,924.79999999,915.8,923.88995685,2.91021642,2678.83765248
2017-01-28,923.88999999,923.89,919.324,923.88999786,1.68144636,1553.46905199
2017-01-29,919.374,923.88999999,915.009,915.009,1.47963322,1361.63073082
2017-01-30,910.50009171,920.439,910.50009171,920.439,0.11736985,107.95260342
2017-01-31,920.439,962.89,920.439,962.89,4.79904605,4529.55204657
2017-02-01,962.89,980.74887955,954.84971086,980.74887955,6.37145598,6197.85684348
2017-02-02,981.5034003,1010.0,970.00000002,993.416,9.23162981,9197.06982952
2017-02-03,1008.0,1019.97883473,991.074,1018.41972964,4.2635145,4286.69394824
2017-02-04,1000.00000001,1030.0,1000.00000001,1019.49220442,5.96331098,6059.79619356
2017-02-05,1027.7075,1027.7075,995.5270097,1014.364,1.30792599,1315.50827903
2017-02-06,1016.88887994,1016.88888,1006.54925149,1006.54925149,1.46722072,1491.52481168
2017-02-07,1024.75,1054.38075195,1024.75,1050.0,12.22685427,12762.34189045
2017-02-08,1051.2,1064.08956934,1021.666,1044.407,5.03411971,5277.97673856
2017-02-09,1042.12351562,1074.918,925.00000001,957.0,67.33992942,66997.96228986
2017-02-10,957.0,994.72582259,949.07995233,994.602,13.85631871,13340.11588372
2017-02-11,994.602,1001.55852,994.602,997.70343748,0.0360904,35.92538199
2017-02-12,997.70343748,1013.8895253,988.853,1004.99999999,1.18069406,1193.70849544
2017-02-13,1004.99899999,1004.999,979.608,1004.99899995,1.40704981,1401.96370513
2017-02-14,985.00000001,1016.32463935,985.00000001,1013.99999999,3.01957434,3041.23817929
2017-02-15,1010.0,1017.99999999,1001.10000002,1017.99999999,1.3820291,1405.9592721
2017-02-16,1001.10000002,1049.34291111,1001.10000002,1030.3429111,7.22131545,7409.22309873
2017-02-17,1032.379111,1063.52966066,1032.379111,1061.50878903,12.43545556,13130.00566601
2017-02-18,1047.0,1070.118,1045.02861805,1070.118,4.22818047,4497.12622448
2017-02-19,1049.80000002,1054.82,1046.89000001,1054.82,0.53615703,561.90060604
2017-02-20,1047.379,1085.138,1044.30108512,1085.0,7.06566528,7567.68152816
2017-02-21,1078.99999999,1137.667,1078.99999999,1137.667,22.5203358,24896.0827268
2017-02-22,1113.397,1136.226,1105.0,1136.226,5.24798085,5884.60881194
2017-02-23,1117.489,1198.024,1117.489,1174.4,13.8384359,15933.20097718
2017-02-24,1174.40000429,1224.69056362,1116.379,1185.0,25.83102731,30154.69062986
2017-02-25,1170.905,1190.0,1129.222,1158.5,24.93574061,28887.39882806
2017-02-26,1143.05620633,1182.681,1125.07863515,1158.50001009,6.45767445,7496.57354985
2017-02-27,1182.0,1199.99999999,1160.92555554,1196.99999929,10.87736667,12894.88084286
2017-02-28,1200.0,1210.0,1180.37900001,1195.0,18.80422931,22601.11120139
2017-03-01,1181.0000485,1230.47115453,1181.0000485,1230.47115453,5.50246639,6661.8386447
2017-03-02,1230.47115453,1277.19798677,1210.37902433,1250.0,8.93421719,11204.87854003
2017-03-03,1250.0,1289.453,1248.642007,1267.81842334,11.63813183,14897.92025971
2017-03-04,1281.0,1294.21698066,1247.082,1251.11739964,5.25972154,6684.30160745
2017-03-05,1273.0,1278.704,1247.43600004,1278.704,4.16498708,5281.43912372
2017-03-06,1278.704,1289.6859907,1272.0,1282.99998772,7.21134159,9229.18590309
2017-03-07,1276.1,1279.63637236,1185.2127612,1247.14366119,42.72183419,53427.21252805
2017-03-08,1226.01900458,1234.53749547,1140.132,1140.132,58.39988322,68512.07803999
2017-03-09,1162.71,1209.99999998,1145.0,1184.79000003,30.11768195,35295.24597872
2017-03-10,1184.80000152,1310.846,964.52791445,1107.55682861,100.61409831,114753.44761903
2017-03-11,1122.0,1199.969,1122.0,1165.0,13.38416521,15768.9786144
2017-03-12,1164.50919877,1230.0,1162.669,1230.0,12.1277293,14508.01890488
2017-03-13,1214.10000007,1249.99999999,1201.00000001,1201.00000001,13.8891331,17144.89232035
2017-03-14,1201.00000001,1259.78756358,1201.00000001,1258.99999999,6.24746663,7765.23445026
2017-03-15,1235.00000001,1259.0,1235.00000001,1258.75,2.66460962,3341.86900813
2017-03-16,1258.75,1258.75,1130.0,1165.48400001,33.34145793,39439.85155176
2017-03-17,1179.79536507,1179.79536507,1062.48484466,1062.48484466,61.18877784,67930.05308348
2017-03-18,1066.88272644,1100.163,920.0,967.31899999,92.09134519,91242.86845483
2017-03-19,967.31899999,1059.99999999,967.31899999,1032.8826629,41.795002,42567.11964866
2017-03-20,1008.78848473,1051.37899999,1004.383,1049.99999994,38.45566036,39672.41116494
2017-03-21,1043.12043257,1126.0,1000.0,1098.01,36.2661739,38861.92972558
2017-03-22,1098.00000001,1115.0,994.05713373,1037.49037341,28.52390636,29394.1462004
2017-03-23,1035.49037341,1071.56957757,1023.77049193,1023.77049193,23.83817426,24737.56396591
2017-03-24,1035.0,1040.0,929.5112936,952.71,39.6460293,38416.6258448
2017-03-25,930.00000001,981.68854138,895.983,966.227,106.13952564,97677.17753462
2017-03-26,966.0,1005.8,952.06569853,952.06569853,70.70762991,68701.70172619
2017-03-27,961.77428341,1040.0,961.77428341,1040.0,59.02081793,58980.21798982
2017-03-28,1036.661,1065.49676245,1023.361,1045.08751853,45.56821964,47649.3913786
2017-03-29,1044.99999999,1055.18399999,1008.5,1037.55869893,19.5732786,20119.12260134
2017-03-30,1050.0,1064.97380473,1025.00000001,1045.34670682,16.26554109,16995.47838451
2017-03-31,1045.34670683,1082.0,1032.89040469,1082.0,37.90422078,39968.56284278
2017-04-01,1082.0,1107.825,1073.00000001,1083.19390745,14.8818345,16101.11647844
2017-04-02,1076.98,1134.99999999,1076.98,1105.0,43.18828012,47759.49985069
2017-04-03,1106.0,1157.71399999,1106.0,1130.568,29.08916038,32936.37121605
2017-04-04,1136.611,1161.40499993,1117.41003648,1148.98,33.08922483,37764.90311037
2017-04-05,1130.00000002,1149.97999999,1111.823,1121.00000006,29.24476206,32986.74988313
2017-04-06,1142.10768607,1207.35282983,1133.747,1207.35282983,34.80968565,41224.86688379
2017-04-07,1183.41600004,1202.637,1178.72495374,1191.0,26.8730218,32008.70302286
